business_age_years,daily_upi_sales,utility_bill_score,supplier_repay_score,loan_to_revenue_ratio,biz_type_encoded,city_tier,purpose_encoded,monthly_upi,has_digital_payment,tenure_score,repaid_on_time
10.8,11063,3,3,1.507,5,2,1,287638,1,0.72,1
8.4,6043,1,4,2.212,0,2,0,157118,0,0.56,1
6.3,6757,4,3,0.799,2,2,3,175682,1,0.42,1
5.7,8637,4,2,1.93,2,1,1,224562,0,0.38,1
3.0,21166,4,4,0.787,4,1,0,550316,1,0.2,1
5.4,11725,4,2,1.421,10,1,0,304850,1,0.36,1
1.8,4284,4,4,1.486,2,1,1,111384,0,0.12,1
5.6,5990,4,4,2.148,11,2,1,155740,1,0.373,1
7.8,10988,3,1,0.634,10,2,5,285688,0,0.52,0
3.4,3677,4,2,2.031,8,1,5,95602,1,0.227,0
22.2,8367,3,4,1.482,8,1,0,217542,0,1.0,1
3.9,7827,4,3,2.129,4,2,5,203502,1,0.26,1
2.0,13498,4,2,1.235,1,2,3,350948,1,0.133,1
2.8,8209,2,3,1.36,0,1,4,213434,0,0.187,1
1.7,8795,4,4,1.895,0,2,5,228670,0,0.113,1
5.9,5109,3,4,3.262,8,2,0,132834,0,0.393,0
18.6,16015,3,1,1.041,3,1,3,416390,1,1.0,0
6.7,4427,4,3,3.147,3,2,0,115102,1,0.447,1
9.2,6513,4,2,2.559,5,2,3,169338,1,0.613,1
5.3,5683,4,3,2.933,11,1,0,147758,1,0.353,1
1.3,6634,3,3,1.97,11,1,3,172484,1,0.087,0
0.5,2063,4,4,3.021,0,2,5,53638,1,0.033,1
1.4,9081,3,3,1.248,3,1,4,236106,1,0.093,1
8.0,5537,4,1,2.95,2,2,1,143962,1,0.533,0
1.1,6294,4,4,1.478,9,1,4,163644,1,0.073,1
14.0,2278,3,3,2.092,1,2,5,59228,1,0.933,0
1.1,4812,4,4,3.089,2,2,2,125112,0,0.073,1
1.3,9391,4,4,1.775,4,2,1,244166,0,0.087,0
1.3,3403,2,4,2.302,9,2,4,88478,1,0.087,0
38.0,12132,4,3,1.374,0,2,5,315432,0,1.0,1
1.5,4897,4,3,2.042,2,1,2,127322,0,0.1,1
3.5,9330,3,4,1.786,2,1,3,242580,0,0.233,1
1.2,5384,2,3,0.78,9,2,4,139984,0,0.08,0
5.7,12253,2,3,1.36,2,2,5,318578,0,0.38,1
17.8,4923,2,3,0.921,7,1,5,127998,1,1.0,0
7.1,6427,3,4,1.841,4,2,3,167102,1,0.473,1
13.5,6275,4,1,2.656,4,2,3,163150,0,0.9,1
8.6,5888,3,3,2.163,1,1,5,153088,0,0.573,0
3.1,15309,3,4,1.089,2,1,4,398034,1,0.207,0
5.8,12192,3,3,1.367,7,1,5,316992,1,0.387,1
12.8,2405,3,4,0.61,2,2,4,62530,0,0.853,1
11.9,2738,2,3,3.178,11,1,1,71188,0,0.793,1
7.0,4906,3,3,2.609,7,2,1,127556,0,0.467,1
9.2,11309,4,1,1.474,0,2,3,294034,1,0.613,1
24.3,2364,4,4,1.875,3,3,1,61464,1,1.0,1
5.0,5296,3,4,1.026,0,2,0,137696,1,0.333,1
11.6,4194,2,2,2.186,4,3,1,109044,1,0.773,1
2.5,14064,1,3,1.185,4,2,5,365664,1,0.167,1
1.3,3812,3,4,1.513,0,2,5,99112,0,0.087,1
3.5,22097,4,3,0.754,10,1,4,574522,1,0.233,0
1.6,1740,3,4,1.226,10,1,1,45240,1,0.107,1
3.6,4114,3,3,3.322,9,1,3,106964,0,0.24,1
3.3,1846,4,4,0.451,6,2,1,47996,1,0.22,1
23.9,5044,3,4,3.199,11,1,0,131144,1,1.0,1
2.9,4380,3,4,1.438,7,1,5,113880,1,0.193,1
6.8,6676,3,2,2.382,7,1,3,173576,1,0.453,0
2.0,5719,3,4,1.492,1,2,3,148694,0,0.133,1
8.7,13626,4,2,1.223,10,2,0,354276,0,0.58,1
1.8,7438,2,3,2.241,2,2,0,193388,0,0.12,1
6.9,6081,2,3,1.431,0,2,4,158106,1,0.46,1
6.6,9330,4,3,0.972,4,2,1,242580,0,0.44,1
3.7,5733,3,2,0.227,8,1,4,149058,1,0.247,1
10.4,13993,4,2,1.191,5,1,0,363818,0,0.693,1
0.7,5065,4,2,2.81,6,2,4,131690,1,0.047,1
1.8,5017,3,3,1.11,4,1,2,130442,1,0.12,1
5.9,6732,4,4,2.476,8,2,3,175032,1,0.393,1
19.2,12389,2,3,0.326,3,2,5,322114,0,1.0,1
5.2,10204,2,2,1.176,5,1,3,265304,0,0.347,1
3.3,14457,2,2,1.153,4,2,0,375882,1,0.22,0
4.1,10331,4,4,1.6,8,1,4,268606,1,0.273,1
6.2,7074,3,3,2.356,8,2,3,183924,0,0.413,1
2.6,8087,4,3,2.061,11,1,2,210262,1,0.173,1
0.7,7232,4,3,0.346,3,1,5,188032,1,0.047,1
29.8,6854,2,3,0.875,8,2,1,178204,1,1.0,1
3.4,4160,3,4,1.859,11,2,0,108160,1,0.227,0
4.9,16210,1,3,0.646,9,3,1,421460,1,0.327,0
5.9,4219,3,3,3.413,8,2,4,109694,0,0.393,1
2.5,4611,4,3,1.583,2,1,2,119886,0,0.167,0
9.2,6275,2,2,0.733,1,2,5,163150,1,0.613,1
2.3,2810,1,2,1.945,2,2,3,73060,0,0.153,1
26.1,8829,4,4,1.888,6,3,3,229554,1,1.0,1
3.5,4772,4,2,0.747,0,2,3,124072,1,0.233,1
5.0,17134,4,4,0.973,7,2,3,445484,1,0.333,0
5.6,3675,3,3,2.902,9,1,3,95550,1,0.373,1
1.9,5764,3,4,2.325,6,2,4,149864,1,0.127,1
6.7,4525,4,3,1.495,8,1,0,117650,1,0.447,0
2.6,11590,2,3,1.438,6,1,5,301340,1,0.173,0
14.2,4461,3,2,2.518,2,2,2,115986,0,0.947,0
4.5,4590,2,4,1.307,7,2,3,119340,0,0.3,0
11.0,2422,2,4,2.257,11,2,0,62972,1,0.733,1
5.4,6238,3,3,1.464,11,1,3,162188,1,0.36,1
2.3,4409,4,3,1.845,1,1,2,114634,1,0.153,1
2.1,11629,1,2,1.138,11,1,1,302354,1,0.14,0
16.6,8232,1,3,0.737,5,2,5,214032,0,1.0,0
6.0,4646,3,2,1.112,1,2,1,120796,1,0.4,1
7.8,7909,4,1,0.67,6,1,2,205634,1,0.52,1
2.7,4760,4,3,2.983,1,2,2,123760,1,0.18,1
12.2,11838,3,1,1.408,4,2,1,307788,1,0.813,1
0.9,7897,2,2,0.561,0,2,0,205322,0,0.06,1
5.6,8689,4,4,0.675,3,2,2,225914,1,0.373,1
1.5,4784,3,2,1.54,10,2,0,124384,0,0.1,1
0.8,14811,4,2,0.815,0,1,3,385086,0,0.053,1
13.0,4572,2,4,2.457,11,2,1,118872,0,0.867,1
9.6,3232,3,3,3.063,5,2,3,84032,1,0.64,1
23.7,2314,3,3,0.85,11,3,5,60164,1,1.0,1
27.8,12196,4,4,1.107,11,2,0,317096,0,1.0,1
10.6,8086,2,3,0.326,11,2,5,210236,0,0.707,1
0.7,5261,4,2,3.168,11,2,0,136786,1,0.047,1
5.2,6641,4,4,1.104,9,3,1,172666,1,0.347,1
2.8,3807,4,4,2.706,8,1,2,98982,1,0.187,1
8.8,8154,3,3,2.044,9,2,4,212004,1,0.587,0
15.6,7629,4,1,1.503,9,1,3,198354,1,1.0,1
1.7,4422,3,4,2.118,10,3,1,114972,0,0.113,1
7.4,9238,3,4,1.804,0,1,3,240188,0,0.493,0
15.0,6705,2,2,1.939,9,3,2,174330,0,1.0,1
9.4,10897,4,2,0.26,6,1,5,283322,0,0.627,1
11.4,6009,2,4,1.126,7,2,4,156234,1,0.76,0
6.1,13820,3,4,1.206,10,1,3,359320,0,0.407,1
1.3,10215,3,2,1.632,7,2,2,265590,0,0.087,0
0.8,11208,4,4,1.487,0,2,2,291408,1,0.053,1
16.2,3684,2,4,3.357,4,2,3,95784,1,1.0,1
2.2,12039,4,3,1.384,8,1,1,313014,1,0.147,1
7.5,6547,3,3,1.329,4,2,4,170222,0,0.5,0
6.8,6097,3,3,1.76,1,2,3,158522,0,0.453,1
7.7,2794,4,1,1.849,4,2,4,72644,1,0.513,0
3.6,4296,4,4,2.894,5,1,1,111696,0,0.24,1
2.3,3940,4,3,2.555,0,1,4,102440,1,0.153,1
5.2,4935,4,4,3.323,10,3,3,128310,0,0.347,1
2.1,7145,1,3,2.333,11,2,5,185770,1,0.14,1
1.5,2209,4,3,0.619,3,2,2,57434,1,0.1,1
2.4,8021,2,2,0.682,4,2,0,208546,1,0.16,1
4.5,4481,4,3,1.823,7,1,4,116506,1,0.3,1
1.9,5130,3,3,2.742,0,2,2,133380,1,0.127,1
7.9,2629,4,4,0.634,5,2,4,68354,1,0.527,0
3.2,7242,3,1,2.067,10,2,5,188292,0,0.213,1
3.7,10736,4,3,1.552,11,1,1,279136,0,0.247,0
9.4,7150,3,2,1.772,4,3,3,185900,1,0.627,1
0.8,1412,1,1,2.668,5,2,5,36712,0,0.053,0
3.1,4069,4,1,2.032,8,1,0,105794,1,0.207,1
6.2,2769,4,3,2.095,4,3,0,71994,1,0.413,1
4.9,3108,3,3,2.113,2,3,5,80808,0,0.327,0
5.7,9668,3,4,1.724,5,1,2,251368,0,0.38,1
1.5,4994,3,1,1.789,5,1,2,129844,1,0.1,1
3.7,3969,4,3,2.226,11,1,2,103194,1,0.247,0
22.1,11213,4,4,0.847,0,2,0,291538,1,1.0,1
16.6,6017,3,4,2.77,3,2,1,156442,1,1.0,1
10.9,10030,3,3,0.409,6,1,3,260780,1,0.727,0
5.9,7662,3,4,0.374,10,1,4,199212,1,0.393,1
1.3,18971,2,3,0.879,5,1,0,493246,0,0.087,1
4.8,4282,4,2,0.677,1,1,1,111332,1,0.32,1
2.5,9217,4,4,1.436,11,1,4,239642,1,0.167,0
4.6,5402,4,3,3.085,3,1,4,140452,1,0.307,1
9.0,3381,2,3,0.562,4,3,4,87906,1,0.6,1
3.9,8140,3,3,1.601,5,1,1,211640,1,0.26,0
6.8,10023,3,3,1.663,11,2,2,260598,1,0.453,1
3.3,1620,1,4,1.214,5,2,3,42120,1,0.22,0
3.6,8390,4,4,0.29,10,2,3,218140,1,0.24,1
6.4,6802,3,3,1.666,8,3,0,176852,0,0.427,1
6.7,4682,4,4,1.424,11,3,4,121732,1,0.447,1
0.7,4656,1,4,2.95,6,1,4,121056,0,0.047,1
8.6,7524,4,2,0.425,11,2,3,195624,1,0.573,0
1.9,4323,2,2,2.568,2,2,1,112398,1,0.127,1
1.9,4410,3,4,0.748,4,1,0,114660,0,0.127,1
17.9,2671,4,3,3.282,0,2,0,69446,1,1.0,1
2.6,6443,4,4,2.587,8,2,1,167518,1,0.173,1
0.7,4205,3,3,2.79,5,2,1,109330,1,0.047,0
0.6,3856,4,3,2.075,4,2,5,100256,0,0.04,1
11.1,4691,4,2,1.769,10,1,4,121966,0,0.74,0
7.0,13972,4,4,1.193,11,1,5,363272,1,0.467,1
10.3,6839,3,3,1.53,11,2,2,177814,0,0.687,1
0.7,13032,4,3,1.279,1,1,5,338832,0,0.047,1
2.5,14204,3,4,1.173,8,1,3,369304,1,0.167,1
4.6,4946,2,2,1.948,1,2,2,128596,0,0.307,1
8.1,10484,3,2,1.59,8,2,0,272584,1,0.54,1
1.9,5623,4,3,2.745,3,1,2,146198,1,0.127,1
2.3,23448,2,4,0.711,5,2,5,609648,0,0.153,1
7.9,9929,2,2,1.027,2,1,4,258154,1,0.527,1
3.8,2201,4,3,2.908,2,2,5,57226,0,0.253,1
18.6,4231,4,2,3.262,2,1,5,110006,0,1.0,1
6.8,10983,4,4,0.826,10,2,4,285558,0,0.453,1
19.0,4917,1,1,2.366,8,2,1,127842,0,1.0,0
5.2,4351,3,4,2.95,8,2,4,113126,0,0.347,1
16.9,7248,2,3,2.299,5,2,5,188448,1,1.0,0
5.9,4584,1,3,1.105,8,2,0,119184,0,0.393,0
5.5,4860,3,4,2.414,5,3,2,126360,0,0.367,1
4.8,2516,4,4,0.994,1,1,0,65416,1,0.32,0
3.6,4016,3,3,1.311,4,3,2,104416,0,0.24,1
3.8,8265,4,4,1.516,11,2,0,214890,1,0.253,1
1.0,5355,3,2,2.253,3,3,1,139230,1,0.067,1
5.8,2107,4,4,2.104,3,1,5,54782,1,0.387,1
3.7,4592,4,4,0.697,4,1,2,119392,1,0.247,1
15.1,3688,4,3,0.371,8,2,2,95888,0,1.0,1
15.5,6521,4,1,1.564,10,2,1,169546,0,1.0,1
3.0,5259,3,4,1.154,4,1,0,136734,0,0.2,0
5.0,12194,3,4,1.367,1,2,5,317044,0,0.333,1
3.6,8227,3,4,1.742,0,3,0,213902,1,0.24,1
8.0,2262,2,3,1.267,10,2,1,58812,0,0.533,1
3.5,4402,2,2,0.886,6,2,0,114452,0,0.233,1
7.4,10822,2,4,1.54,4,2,0,281372,0,0.493,1
31.0,8075,4,4,2.064,8,1,3,209950,1,1.0,1
3.8,2913,4,3,2.266,10,2,0,75738,1,0.253,1
7.1,9346,1,3,1.783,5,1,2,242996,0,0.473,0
2.0,4794,2,1,0.737,3,2,1,124644,1,0.133,1
1.5,7806,2,3,0.372,7,1,3,202956,0,0.1,1
5.5,6597,4,4,2.526,6,1,0,171522,0,0.367,1
2.2,11057,4,3,1.507,4,1,0,287482,1,0.147,1
4.1,3867,3,4,3.095,8,3,2,100542,0,0.273,1
8.7,4604,4,3,0.261,2,3,3,119704,1,0.58,1
14.4,6425,4,1,2.226,8,2,1,167050,1,0.96,1
0.6,7786,4,4,1.661,1,2,0,202436,1,0.04,1
5.3,5642,3,2,2.346,7,3,1,146692,0,0.353,1
1.4,6575,4,2,0.345,10,2,1,170950,1,0.093,0
2.8,6180,3,3,2.697,4,1,0,160680,0,0.187,1
2.4,6394,3,3,0.86,10,1,3,166244,0,0.16,1
2.6,13062,4,4,1.276,8,2,3,339612,0,0.173,0
25.2,5958,2,2,0.979,7,2,4,154908,1,1.0,0
2.9,8633,1,3,1.931,5,1,3,224458,0,0.193,1
4.0,7114,4,4,0.797,0,2,0,184964,1,0.267,1
1.2,7616,4,4,2.188,11,2,0,198016,1,0.08,0
7.7,6906,4,3,1.491,10,1,4,179556,1,0.513,0
8.5,1488,3,1,3.248,2,3,0,38688,0,0.567,1
20.3,3516,3,2,1.82,4,2,0,91416,0,1.0,0
13.3,5638,2,2,0.662,1,1,5,146588,1,0.887,1
2.6,1483,2,2,3.327,1,3,3,38558,0,0.173,0
10.1,11501,3,3,0.336,0,2,1,299026,1,0.673,1
5.3,5629,2,4,0.936,2,2,1,146354,1,0.353,0
11.5,9116,4,3,1.766,1,2,0,237016,1,0.767,1
6.2,2647,2,4,3.425,11,2,5,68822,1,0.413,1
4.9,7902,4,4,2.109,7,2,2,205452,1,0.327,1
21.8,1361,4,3,1.298,3,2,4,35386,0,1.0,1
0.6,6169,2,3,0.756,7,2,0,160394,0,0.04,1
1.4,3667,4,1,0.582,7,2,2,95342,0,0.093,1
2.2,3065,1,2,1.86,1,1,1,79690,1,0.147,1
1.7,10515,4,2,0.501,9,1,0,273390,1,0.113,1
1.3,9230,3,3,1.806,11,1,0,239980,0,0.087,1
3.0,9943,2,3,1.676,5,2,3,258518,1,0.2,1
7.9,8604,4,3,0.38,1,1,3,223704,1,0.527,1
2.6,5603,4,3,0.702,7,1,2,145678,1,0.173,1
1.8,16651,3,2,1.001,3,2,5,432926,1,0.12,0
12.7,4328,1,3,1.887,1,2,4,112528,0,0.847,0
1.1,5887,2,4,0.991,10,3,2,153062,0,0.073,1
7.0,19027,3,4,0.876,2,2,1,494702,0,0.467,0
1.2,7129,4,3,1.739,2,2,5,185354,1,0.08,1
3.1,10666,4,3,0.813,3,2,0,277316,1,0.207,1
3.0,3431,2,1,2.322,0,2,1,89206,1,0.2,1
5.4,8989,1,3,1.854,3,1,3,233714,0,0.36,0
2.1,3106,3,3,2.34,4,2,0,80756,0,0.14,0
1.4,3237,3,1,2.461,8,2,2,84162,1,0.093,1
0.5,4047,4,4,2.397,5,1,1,105222,0,0.033,1
2.7,8320,2,4,0.228,3,1,2,216320,1,0.18,1
5.6,3847,4,3,0.477,7,2,5,100022,1,0.373,1
4.6,3612,4,3,0.664,10,2,5,93912,1,0.307,0
11.3,1353,3,4,1.084,2,1,3,35178,1,0.753,1
1.6,6918,4,4,1.725,6,1,0,179868,1,0.107,0
0.6,4304,4,4,0.999,2,3,3,111904,0,0.04,1
1.2,6793,2,3,1.511,8,2,4,176618,1,0.08,1
1.4,8678,4,3,0.261,11,2,1,225628,0,0.093,1
8.5,4516,3,4,3.093,10,1,1,117416,1,0.567,1
6.0,2207,2,3,3.308,10,1,2,57382,0,0.4,0
3.6,12073,2,2,1.38,4,1,3,313898,0,0.24,0
5.5,6114,1,3,0.78,4,2,3,158964,0,0.367,1
5.9,6022,2,3,2.413,11,2,4,156572,0,0.393,0
2.7,5972,1,2,0.363,4,1,5,155272,1,0.18,1
6.3,6331,4,3,2.633,2,2,1,164606,0,0.42,1
12.1,3644,4,3,2.607,4,2,3,94744,1,0.807,1
11.9,5487,4,3,0.796,11,2,2,142662,1,0.793,1
3.0,3593,4,4,1.382,9,1,0,93418,0,0.2,1
6.7,3288,4,3,1.693,3,3,4,85488,1,0.447,1
3.1,5664,4,2,1.336,9,2,5,147264,1,0.207,0
1.2,4848,2,4,0.474,2,2,5,126048,1,0.08,1
2.3,3712,4,3,3.026,10,1,5,96512,1,0.153,1
45.0,6266,3,1,0.559,2,2,5,162916,0,1.0,1
9.4,10905,4,4,0.945,2,1,5,283530,1,0.627,1
6.2,10099,1,2,1.65,4,2,5,262574,0,0.413,1
13.8,9521,4,2,1.751,9,3,0,247546,1,0.92,1
6.1,8144,2,2,0.536,11,1,1,211744,0,0.407,0
13.9,9906,3,4,1.588,8,1,2,257556,0,0.927,1
12.8,2882,4,4,0.301,2,1,3,74932,1,0.853,1
0.5,1237,3,4,1.267,9,2,3,32162,1,0.033,1
14.2,7426,4,3,1.751,6,2,2,193076,0,0.947,1
2.3,7149,4,4,2.331,9,3,4,185874,0,0.153,1
16.2,7634,4,1,2.183,6,2,2,198484,1,1.0,0
2.6,3505,3,4,0.685,11,2,1,91130,0,0.173,0
11.6,15973,2,2,1.043,8,1,4,415298,0,0.773,1
30.0,5500,3,4,1.655,1,2,0,143000,0,1.0,1
1.8,4492,2,3,1.996,3,2,4,116792,0,0.12,0
5.0,2886,3,3,1.779,4,3,1,75036,1,0.333,0
2.0,4733,4,3,1.887,5,2,1,123058,1,0.133,1
14.4,1837,4,4,1.071,2,1,4,47762,0,0.96,1
6.1,3215,2,3,0.518,9,2,1,83590,1,0.407,0
0.9,10091,2,4,1.652,9,1,2,262366,1,0.06,1
9.4,7212,4,3,2.311,11,1,2,187512,0,0.627,1
2.1,2174,3,4,3.051,0,3,1,56524,0,0.14,1
4.5,4892,2,4,3.175,11,3,4,127192,1,0.3,1
1.2,7578,4,3,2.199,5,2,1,197028,1,0.08,0
3.4,2324,1,3,3.414,0,2,0,60424,0,0.227,0
5.0,1400,4,3,0.571,2,1,1,36400,0,0.333,0
1.6,3550,4,4,0.995,3,3,1,92300,0,0.107,1
5.4,12342,2,3,1.35,9,1,1,320892,1,0.36,1
8.9,3109,4,3,3.152,1,3,5,80834,1,0.593,1
5.7,5346,3,2,1.091,5,1,2,138996,1,0.38,1
3.5,6720,3,3,2.48,10,1,5,174720,0,0.233,1
1.0,3366,3,3,2.941,6,1,2,87516,0,0.067,0
1.8,3388,1,4,1.722,1,2,2,88088,1,0.12,1
2.8,14140,4,1,0.354,10,2,4,367640,1,0.187,1
17.4,2104,1,1,0.523,0,2,0,54704,0,1.0,1
6.0,7550,3,4,2.208,9,2,3,196300,1,0.4,1
5.4,5814,3,3,2.809,8,1,1,151164,0,0.36,1
6.1,4831,4,3,2.463,9,2,5,125606,1,0.407,1
6.8,8538,3,3,1.952,5,1,1,221988,0,0.453,1
1.7,5729,2,4,2.13,3,1,1,148954,1,0.113,0
2.0,7154,4,3,0.331,6,2,1,186004,1,0.133,1
1.7,7478,4,1,1.391,6,2,2,194428,0,0.113,1
1.5,7719,2,4,2.129,4,1,0,200694,0,0.1,1
7.7,10545,1,4,1.271,1,1,2,274170,1,0.513,0
15.2,3944,3,1,2.062,0,1,4,102544,1,1.0,1
0.9,9264,4,1,0.727,8,2,3,240864,1,0.06,1
3.7,4862,4,4,0.802,6,2,5,126412,0,0.247,0
3.2,10140,4,4,1.644,4,2,1,263640,1,0.213,1
23.1,8489,4,2,1.963,1,2,0,220714,1,1.0,0
7.8,6628,3,2,2.515,4,2,0,172328,0,0.52,1
3.0,8148,4,3,1.559,7,1,0,211848,1,0.2,1
1.2,7891,2,3,1.141,7,1,0,205166,1,0.08,0
3.8,1228,4,4,3.149,6,3,4,31928,0,0.253,1
3.8,5145,3,4,1.672,0,2,4,133770,1,0.253,1
0.5,4488,2,3,0.438,3,2,4,116688,0,0.033,1
12.3,11080,2,4,0.535,2,2,0,288080,1,0.82,1
2.2,5677,1,4,2.625,1,2,2,147602,0,0.147,1
5.0,5769,3,3,1.132,4,1,5,149994,0,0.333,1
25.3,14165,4,3,0.369,10,1,0,368290,1,1.0,1
2.9,9560,4,2,1.464,3,1,5,248560,1,0.193,1
3.1,6514,2,3,2.559,4,2,2,169364,0,0.207,1
15.1,12912,2,2,1.291,0,2,5,335712,1,1.0,0
3.4,8111,4,2,2.055,10,1,5,210886,1,0.227,0
10.3,15615,3,4,0.497,7,1,4,405990,1,0.687,1
6.6,4642,3,4,2.671,10,2,2,120692,0,0.44,1
25.3,7386,4,4,1.417,10,1,3,192036,1,1.0,1
1.1,7648,4,2,1.783,9,2,1,198848,1,0.073,0
11.8,6155,3,4,2.123,2,1,4,160030,1,0.787,1
0.8,4306,3,2,2.26,3,2,5,111956,0,0.053,1
3.2,12728,3,3,0.744,8,1,1,330928,0,0.213,1
4.1,4102,3,4,3.145,11,2,0,106652,0,0.273,1
4.6,11619,4,3,1.434,7,1,1,302094,0,0.307,1
20.0,8480,3,3,1.965,2,2,4,220480,0,1.0,1
4.0,2865,2,4,0.71,4,2,4,74490,0,0.267,1
7.0,7309,4,2,0.488,5,2,5,190034,0,0.467,0
1.3,17121,4,4,0.59,8,2,0,445146,1,0.087,1
20.3,10750,3,3,0.344,6,3,4,279500,1,1.0,1
1.5,1944,4,4,0.909,8,2,1,50544,1,0.1,1
1.7,3776,2,4,2.648,0,2,5,98176,0,0.113,0
8.6,6143,3,4,2.713,11,2,1,159718,0,0.573,0
3.0,4962,4,3,2.445,0,2,4,129012,1,0.2,1
5.8,15926,2,4,1.047,11,1,3,414076,1,0.387,0
8.6,4818,4,1,2.096,1,2,3,125268,0,0.573,1
5.2,6363,2,4,1.692,7,2,4,165438,0,0.347,0
15.3,6669,2,1,1.015,10,2,4,173394,0,1.0,1
3.8,5920,4,1,1.943,1,1,4,153920,1,0.253,1
10.0,5968,3,2,1.106,10,1,3,155168,0,0.667,0
1.7,12403,3,4,1.204,7,2,4,322478,1,0.113,1
1.3,6477,4,4,1.364,2,2,2,168402,1,0.087,1
4.7,1786,4,2,3.266,6,2,2,46436,0,0.313,1
4.3,5634,3,3,2.958,6,2,1,146484,1,0.287,1
12.4,7055,4,3,2.362,4,2,3,183430,1,0.827,1
8.9,10211,3,3,0.513,0,1,0,265486,1,0.593,1
3.2,4120,1,3,0.615,0,2,2,107120,1,0.213,1
6.3,4730,2,4,0.606,3,1,1,122980,1,0.42,0
0.7,16470,3,4,1.012,1,1,0,428220,0,0.047,1
1.4,3200,1,4,3.219,9,2,0,83200,1,0.093,0
9.9,5520,4,3,2.295,9,2,2,143520,0,0.66,1
4.4,7440,1,4,0.273,11,2,1,193440,0,0.293,0
9.3,5106,4,3,1.847,4,1,1,132756,1,0.62,0
12.3,13113,2,4,1.271,9,2,5,340938,0,0.82,1
0.6,8001,4,4,0.587,7,2,4,208026,0,0.04,1
20.1,12237,3,3,1.362,3,1,4,318162,0,1.0,0
6.2,7396,4,2,0.978,9,2,5,192296,1,0.413,1
1.7,12259,1,1,1.36,5,2,3,318734,0,0.113,0
4.0,2236,3,1,0.85,10,3,3,58136,0,0.267,0
2.4,2633,3,4,0.57,1,1,4,68458,0,0.16,1
1.7,8069,2,3,0.591,6,1,3,209794,1,0.113,1
6.1,9535,3,3,1.748,7,2,5,247910,0,0.407,1
17.4,7743,4,4,1.02,10,2,0,201318,1,1.0,1
1.0,7609,4,4,2.19,5,1,0,197834,1,0.067,1
4.4,5148,3,3,1.256,1,2,1,133848,1,0.293,1
11.8,2121,4,2,2.577,4,2,3,55146,1,0.787,0
1.8,14529,4,2,1.147,7,1,2,377754,0,0.12,0
12.8,7061,3,2,2.36,8,1,3,183586,0,0.853,1
24.5,9798,1,2,1.259,10,1,0,254748,1,1.0,0
1.5,2890,3,4,3.391,0,2,0,75140,1,0.1,1
23.0,2381,3,3,3.192,0,2,4,61906,1,1.0,1
4.6,3762,1,4,3.456,3,2,2,97812,1,0.307,1
2.7,3815,4,4,1.782,4,2,5,99190,1,0.18,1
1.9,3836,2,2,1.251,8,2,2,99736,0,0.127,1
4.9,10453,4,3,1.594,6,2,1,271778,1,0.327,1
2.7,2311,4,3,2.539,1,2,0,60086,1,0.18,1
2.6,10669,4,4,1.562,8,2,5,277394,0,0.173,1
5.1,3783,3,3,0.705,10,1,5,98358,1,0.34,1
15.4,2658,4,3,0.715,5,2,1,69108,1,1.0,1
9.5,8831,4,4,1.793,4,1,3,229606,0,0.633,1
0.9,4392,1,4,1.1,7,2,0,114192,1,0.06,1
5.1,6474,4,2,0.602,8,2,2,168324,0,0.34,1
6.3,13773,4,1,1.21,10,1,3,358098,1,0.42,0
6.2,14427,3,4,1.155,5,3,4,375102,0,0.413,1
1.6,17094,4,3,0.975,7,2,5,444444,1,0.107,0
5.0,9009,4,1,1.265,8,1,5,234234,1,0.333,0
4.3,3581,2,1,0.987,5,2,0,93106,1,0.287,0
11.1,5673,3,4,2.797,10,2,5,147498,1,0.74,1
2.8,6773,4,4,1.363,8,1,3,176098,1,0.187,1
4.4,9343,2,4,1.17,7,1,3,242918,0,0.293,1
0.7,6638,4,4,2.511,7,1,2,172588,0,0.047,1
0.5,1705,1,2,1.916,2,3,0,44330,0,0.033,0
5.3,3390,4,4,2.222,2,2,5,88140,1,0.353,1
9.5,5218,3,4,1.169,2,1,2,135668,1,0.633,1
1.1,8636,4,4,1.93,3,1,5,224536,0,0.073,1
4.9,12901,4,2,1.292,7,2,1,335426,0,0.327,0
1.2,4741,3,3,1.856,1,2,4,123266,1,0.08,1
9.6,12495,4,1,0.747,1,2,3,324870,1,0.64,1
10.1,6953,3,1,1.62,2,1,2,180778,1,0.673,0
2.0,6319,4,3,1.092,2,2,0,164294,1,0.133,1
1.5,4565,3,3,2.015,9,2,1,118690,0,0.1,0
22.9,2937,3,3,1.589,0,1,2,76362,0,1.0,1
19.2,10239,3,4,1.628,0,1,1,266214,0,1.0,1
22.4,2662,3,2,1.978,11,3,1,69212,1,1.0,0
14.1,10622,2,4,0.963,5,2,3,276172,1,0.94,1
9.7,14906,3,4,0.365,11,2,5,387556,1,0.647,1
1.8,7273,3,1,1.59,4,2,4,189098,1,0.12,1
7.7,8333,1,4,2.0,4,2,1,216658,0,0.513,1
2.0,5947,4,4,1.687,4,3,5,154622,1,0.133,1
0.6,5543,4,3,2.826,7,3,1,144118,1,0.04,1
0.7,5870,3,1,1.317,3,2,5,152620,1,0.047,0
9.5,4611,4,4,0.752,4,3,4,119886,0,0.633,0
10.1,16498,2,3,1.01,11,3,1,428948,0,0.673,1
2.4,3191,3,4,2.298,7,2,5,82966,1,0.16,1
1.7,30388,3,2,0.548,6,1,4,790088,1,0.113,1
5.5,2889,1,3,1.961,8,2,4,75114,0,0.367,0
